26,79080,2248,225,395
22,177155,9287,166,881
26,1139838,39393,1607,1519
25,174184,462,86,303
10,723981,50162,1000,4923
10,920080,21350,907,909
22,1749,15,0,9
17,14682,44,50,0
10,5127806,149929,8827,4964
1,496221,7571,521,1215
23,1824481,135734,1086,16234
28,544518,11937,1186,2333
28,1456039,54715,374,4067
23,1009649,9582,917,2779
28,1921063,20278,4008,7615
22,224878,5144,1135,999
24,1202045,34089,604,1055
10,6570611,746023,6687,102758
10,667937,48069,1015,2956
23,3622082,47583,994,4017
10,755108,74326,947,10379
24,921642,22071,1030,9138
22,755399,8424,767,866
1,847140,9325,650,1943
24,134887,549,242,485
10,2889867,222514,3288,23539
24,1578630,63141,1198,8810
23,960930,42549,775,3130
28,15731493,321403,57528,0
24,5854127,361422,22023,54671
28,1262710,42471,2547,8880
15,1937598,42203,836,7351
25,146749,400,458,1018
28,4257519,33617,6882,18323
10,42993,2010,59,189
24,329649,13226,337,2726
24,283060,5432,191,477
17,168353,7105,210,241
10,69042,5742,27,337
10,47369,2137,41,201
24,198260,1170,1325,1106
10,118491,2130,96,505
17,149552,6076,218,521
26,37460,2789,38,250
26,239956,15696,228,1915
10,55165,3312,118,467
22,7706359,659184,50584,199406
24,320296,6445,346,1247
23,677009,3097,755,1405
23,1276245,17804,912,1662
27,92947,4578,580,735
23,2587501,144171,1481,9933
28,3970421,107888,3861,22556
24,21421,166,28,92
23,219193,7936,165,1008
25,517133,14122,1718,2237
10,54377,3602,73,660
25,8418,20,94,59
24,166176,2921,49,404
10,172189,980,10,125
23,1268813,13834,670,1251
24,83356,608,32,70
23,186264,7703,544,1421
26,1360621,85965,1959,14243
22,195726,19447,34,1449
24,131335,11843,65,937
1,71187,390,5,27
10,64584,6610,52,391
22,129102,2432,295,1314
28,545072,25553,585,3016
1,1879131,43783,737,4341
24,139837,299,63,210
24,1704887,31922,1348,5073
24,625573,42524,653,9323
17,170124,2614,68,369
22,22975,22,1,40
10,2453843,104520,7808,7083
24,431464,10379,628,1025
10,30563,192,3,21
24,52532,1340,5,131
19,205267,8686,118,1976
28,868054,24364,976,4644
17,495762,6520,252,2910
10,181104,6500,101,375
10,86623,1924,48,213
23,944026,40807,672,3650
10,78103,387,30,29
22,2782871,203997,1054,16847
28,3572241,86493,9501,22016
10,185529,9801,297,1009
26,686662,35138,321,4762
24,483683,20265,450,1888
2,15681,57,0,9
1,1494086,35533,1135,5328
28,927303,38322,1099,3667
26,21083,1115,18,156
22,1755094,79451,1038,6290
10,165983,7999,124,759
23,1271855,43039,986,1955
10,444082,40292,530,4308
23,180370,14836,247,3052
25,25122,205,29,66
28,1297760,5693,1625,3561
10,213820,5137,743,766
26,648273,28646,845,2352
1,3165464,10556,446,1616
23,96381,3045,458,419
10,18335,269,4,62
1,1985761,78518,1879,3926
22,75427,1558,63,186
10,1379413,55269,694,4383
10,46955,1685,262,648
20,27429,430,15,363
10,48562,2268,36,137
27,896164,23663,911,3139
10,124487,4471,307,617
24,342410,25617,387,2360
17,12208330,411682,8567,21046
19,41169,178,6,79
26,43981,7258,37,1537
24,282915,8924,209,942
10,654311,65224,392,4188
24,1004055,46870,817,5114
2,104166,152,39,36
26,650931,19203,309,2088
1,1546536,36722,1111,6460
15,77810,4298,16,419
26,490309,19610,386,3079
1,263630,4451,169,666
2,1072349,20846,1260,8703
24,3689337,69240,4547,9039
24,78220,2053,41,121
24,1424830,54077,1848,4710
27,46574,1530,36,251
25,234972,501,798,684
26,247504,14354,156,1554
10,287672,24003,168,2502
24,12954,0,0,0
28,32056,1051,27,153
24,151594,1214,65,239
22,88235,4752,62,395
26,95900,6507,67,726
1,971242,26435,748,1055
22,999412,29142,616,6399
26,3012697,103685,1534,7761
20,240887,4015,196,1307
26,554486,26842,262,3918
26,36740,2649,23,206
24,17577,1654,12,160
22,188410,546,14,0
10,69071,148,5,33
26,64817,2682,92,511
25,267907,1072,184,0
10,406343,12581,213,471
22,186965,16782,81,1249
26,422306,22594,249,3845
28,33997,180,10,67
10,1465819,75284,1188,4244
10,32489,3979,12,258
23,76023,6729,84,441
29,56311,0,0,0
25,298016,5118,46,754
23,1968008,40143,2033,4709
1,49254,2668,117,547
22,169585,10610,63,1109
2,132165,638,48,140
2,682207,3589,1652,954
23,686381,36812,1322,15557
26,294571,17028,285,1634
24,5287771,19798,2919,2275
17,335308,3947,105,661
23,18744,1830,46,264
10,301893,12305,332,1094
22,5027180,110390,2363,12177
23,51785,4965,13,679
26,156899,10461,143,1203
25,1178955,15427,1003,4730
24,3101709,19954,773,6239
24,65718,159,258,278
28,154746,2186,102,467
25,368018,3531,24306,6466
10,61933,4848,137,699
17,4906976,2473,1582,36
1,216713,5329,60,471
24,389363,16146,648,1686
25,489523,954,139,602
28,34255,149,11,85
27,361683,19006,122,1128
27,282594,13479,235,1461
10,518533,5847,290,413
1,574541,6854,129,982
23,1516624,76278,1541,3989
10,143859,5489,126,361
28,2813499,29658,2316,7275
22,2751415,131470,1174,9680
22,5952,209,14,29
24,109331,2870,101,537
27,5502137,35892,13695,4523
28,2223,261,0,31
26,437796,20699,312,2277
10,201901,10034,148,591
20,119730,5533,73,693
17,140494,391,7,27
25,28768,850,41,274
26,208370,6608,151,393
10,10851,1023,8,111
27,59706,365,12,45
26,1738837,86547,1065,7331
25,585176,3334,1342,6369
10,4085560,198696,11446,21514
23,290939,6341,1613,1053
24,436361,7828,854,1188
25,616112,1207,436,1551
24,2167963,49804,4472,15358
28,1302666,22810,3615,5460
23,408822,3964,1156,1227
1,1040038,12692,978,2083
24,209816,2672,204,256
23,3542861,323439,5411,21570
24,713391,3204,143,582
10,374344,42116,229,6046
22,122900,8278,278,1987
24,238746,9567,169,991
25,347928,16829,527,2111
26,208156,12671,173,1688
23,2333182,155627,1463,18215
23,1681290,79888,810,20228
22,2473453,115156,1149,8206
22,251986,11494,163,1768
23,346500,9275,1606,1653
24,2137663,50615,1001,1655
28,2206069,66696,557,5332
10,171110,14306,111,1028
22,514723,18926,1044,2429
22,322790,6531,1718,1406
24,308063,950,547,947
25,64374,359,139,910
10,1173691,64045,1667,3646
10,132079,3440,142,244
26,656980,22667,419,3212
28,2138396,22501,4440,6835
10,1429515,232107,626,26197
23,1170082,35833,469,4710
26,693376,58213,729,8910
22,87663,9897,81,676
10,11494007,956288,10369,125246
1,1133919,41128,269,1966
28,91673,3258,55,349
10,1314571,96802,1556,9813
26,564319,23238,447,2126
22,1538991,33124,1071,5084
10,222677,15266,314,1019
26,745209,53345,378,3828
28,566224,31738,583,4296
22,454734,49951,168,3935
26,323077,13862,520,2221
28,45382,1268,7,146
17,254289,8443,366,309
25,15616,26,129,92
26,1257169,75023,882,11988
10,39638,246,2,25
25,35272,299,43,366
23,4789657,59921,1247,3796
10,79717,2793,96,298
24,296325,14903,555,1540
22,362844,30831,140,5376
24,293148,1315,1597,1094
1,999381,11123,784,2211
22,840615,9275,820,850
27,138512,5910,778,930
10,3735099,247833,3871,24307
25,162699,471,511,1287
24,1943149,71749,1593,9973
26,86655,3896,96,511
24,130074,4776,73,374
10,140404,9708,45,440
24,33686,200,33,133
10,97595,4829,200,648
23,1155840,48018,916,2990
10,142282,9672,111,509
24,384135,7137,240,645
10,12924,944,7,77
28,18082737,359392,64933,0
10,68044,11632,30,634
26,591039,26543,585,3046
1,112174,499,5,41
10,88087,4447,96,800
10,141997,2399,111,568
26,113565,7870,37,569
15,2162054,45015,917,7757
24,5997736,366401,22885,39626
24,99739,683,35,78
28,4489199,34622,7120,12812
24,395376,7594,428,1053
22,142583,2577,334,1398
10,47399,245,4,30
2,107072,335,6,34
24,63124,1481,6,148
2,14327,500,3,43
22,630887,8478,164,587
24,152008,316,63,272
17,172466,6592,234,590
23,257919,8634,179,1079
27,79920,5028,72,630
22,187405,2912,98,417
24,219423,3294,56,495
23,2846092,152496,1645,8941
26,50981,3376,42,330
22,8002631,672775,52253,128771
23,707295,3286,808,1274
24,200657,15624,96,1260
24,446140,10480,638,1090
26,27935,1361,22,206
26,1463155,90329,2104,14662
10,69693,1987,328,757
28,703033,30469,762,3693
10,146782,637,52,65
24,2036524,36292,1486,4335
10,3058570,116464,8998,7885
10,225692,7364,128,467
17,190020,2761,82,415
1,2047674,45956,823,3534
10,105494,2272,52,303
24,650478,43748,678,9616
10,507320,42844,553,4567
26,59733,3195,15,228
10,82625,15128,64,2344
19,232764,9435,138,2092
10,179986,1016,13,141
28,916980,25042,1009,4799
2,146236,188,50,95
23,197056,15810,265,3230
17,529834,6842,266,3055
23,1119164,44538,736,3150
10,213446,8965,146,829
26,287267,17652,277,2029
26,762446,37871,340,3578
28,4047407,93363,10688,19783
22,2970992,212293,1089,17391
24,519986,21285,485,1597
10,286237,14805,159,1294
1,1584633,36839,1191,4421
22,1825387,81519,1065,4470
28,1072359,41380,1225,3903
23,1355374,44935,1047,2096
28,1423205,6017,1724,2817
10,255271,5630,797,653
10,248158,11312,378,1169
26,51357,7892,44,1633
22,24817,22,1,101
22,217417,20907,35,1584
24,16405,0,0,0
1,3306664,11439,488,1748
2,123746,1238,99,91
17,12912064,422911,8965,21513
26,679543,29584,872,2118
10,152026,4878,350,695
10,68332,2777,41,193
10,1553895,58282,788,4556
1,2120100,82510,1997,4192
10,804340,73825,461,4530
24,35011,1262,62,421
10,66685,5936,21,311
22,83119,1695,66,235
24,365116,26710,392,2476
27,961827,24567,961,2753
26,100016,6696,78,679
19,67156,182,7,94
24,1496784,61212,1247,6124
24,305803,9581,216,995
24,105350,2208,48,125
23,100118,3156,466,429
25,26481,215,29,81
28,205498,12930,209,2479
20,30846,453,17,435
28,59135,1604,36,183
25,403747,1586,298,767
1,292661,4704,187,632
10,103179,169,5,81
15,95741,4749,20,487
1,1596548,37556,1144,6731
22,94842,5011,69,438
26,536693,20794,419,3367
10,43252,7930,20,826
10,20931,302,4,79
10,18089,1157,13,124
26,265660,14984,164,1378
27,52941,1719,38,319
2,1136677,21584,1318,8985
24,209132,1608,83,250
24,1667035,58956,1989,5079
10,355558,26495,181,2266
24,3794392,70200,4587,9142
25,235474,501,799,724
20,250559,4073,200,1361
22,1085106,30373,660,5581
1,986576,26725,759,1124
28,48585,235,14,116
26,3304860,111619,1664,8363
10,26054,1607,44,145
22,232082,632,22,0
1,556461,27542,295,2967
26,593522,27950,283,3416
26,70553,2846,96,554
25,18614,146,10,17
26,40511,2814,26,259
17,1243,4,1,0
22,2557131,105292,4152,21600
22,5189928,249525,188836,101387
23,888666,13331,4298,2607
10,10944706,333571,22694,31875
24,1367572,69585,869,11670
25,958557,4449,1946,8408
1,124361,3239,206,393
28,428150,14225,606,2341
24,794350,36062,694,4684
22,184418,11561,475,1415
24,866712,13740,1420,2204
24,883661,8850,833,1123
23,2301798,111571,2980,6153
22,1913379,129744,4313,15172
1,697423,3303,351,0
24,3308652,61918,6168,19388
17,22200,258,20,66
26,142517,9381,134,1429
26,430772,20614,230,3756
17,494594,1757,222,1573
25,923246,2159,843,2324
10,630274,33856,457,2187
26,1715898,96479,1271,8973
23,300654,5195,592,942
23,722288,6019,2162,1957
26,78909,3690,151,667
28,1611838,26492,4288,6514
24,402819,4174,407,462
1,1318301,14943,1079,1724
10,643106,52876,365,6094
22,203117,10897,460,2545
25,649911,25885,908,3164
24,351832,11518,288,1193
24,1101135,4655,201,558
26,34240,1898,25,166
23,4175780,361052,6677,23243
1,63612,5203,250,2322
23,569448,12799,2209,1899
1,48720,713,9,67
23,2554293,164754,1597,18934
23,1968311,86214,910,21538
22,292896,12609,207,1940
28,104520,2039,23,260
24,37261,803,61,238
25,83906,422,189,1149
10,2373665,277868,1006,24267
22,3150095,131981,1512,9159
22,668186,21171,1443,2311
24,225785,6143,127,537
24,2856877,62776,1268,1500
24,382515,1132,659,1094
25,47906,358,58,438
28,174974,4721,100,542
28,2497096,72029,621,5921
22,135116,12924,125,809
10,385798,20113,476,1232
10,195492,4244,182,289
22,362611,7037,1853,1573
10,36900,2091,74,452
10,126103,15926,53,809
28,722624,35824,730,4923
10,1560465,74611,1997,3552
10,46311,288,8,22
1,1570276,48988,338,2222
10,31651,1532,24,126
26,852121,65212,911,6799
26,717404,23900,442,3329
28,2237810,23184,4577,6973
10,13501685,1013883,11581,157635
10,1733474,108832,1883,10698
23,1275738,37495,503,3601
22,885969,9772,849,730
26,674348,26026,547,2342
22,207054,19325,176,1870
26,871707,59110,427,4096
22,558989,56452,203,4159
26,394417,15786,590,2065
26,251942,14093,215,1817
24,332898,16175,614,1378
10,95229,3135,108,318
24,175751,1877,42,140
17,286065,8837,406,315
26,1380990,79919,966,12703
2,32853,734,7,78
10,174170,11310,54,498
22,432275,32794,160,4534
22,1880966,37115,1235,4211
1,1088163,12106,868,1789
1,139123,617,7,37
26,104556,4391,110,597
28,138958,1227,15,107
2,168664,474,8,51
27,164771,6633,853,1041
10,4272775,259507,4137,19035
10,216512,12440,142,574
24,397771,1332,1630,1099
24,2142941,75361,1696,8481
22,3395,180,0,7
25,59450,398,63,158
23,1213663,49377,937,3003
10,106825,4806,106,785
10,107323,4761,35,560
24,408785,7205,244,526
23,285667,9023,184,888
26,130634,8583,40,646
28,19707391,381919,69465,0
22,735378,9978,179,709
10,153943,2616,114,518
26,648076,28204,626,3133
10,157761,7910,280,863
10,51836,271,5,32
24,36948,63,2,0
15,2333102,46801,954,5702
25,16376,26,131,93
24,6109026,369963,23207,38850
24,436715,8099,447,1094
28,4633101,35111,7231,12823
22,220338,3158,108,336
10,83980,2119,351,620
24,36595,208,34,117
26,58686,3683,45,387
24,251788,3553,64,346
17,184224,6830,243,451
24,110540,726,38,49
24,310826,21111,155,1693
10,34972,2008,19,83
27,89617,5362,76,668
23,731197,3447,835,1199
24,454794,10554,644,1001
22,145407,2615,355,1251
22,8347038,687381,54352,130106
23,3037052,157883,1779,9107
10,72981,10156,32,890
10,256804,7823,141,366
26,32639,1471,23,216
10,52752,2410,37,201
10,213404,833,68,53
26,1513874,92549,2175,14951
28,868741,35004,945,3755
10,116960,17372,78,2583
10,118637,2486,60,136
24,67327,1513,6,112
24,2259149,38699,1573,4566
10,266816,10184,189,828
24,662501,44331,685,6640
10,3501124,123557,9636,8211
1,2156550,47051,849,3314
19,251472,9892,145,2160
24,158271,320,63,139
17,207227,2918,84,344
23,207999,16425,273,2529
10,3331,373,3,55
28,943474,25418,1031,4786
26,323710,18879,303,1618
10,314127,15315,178,1029
26,804842,39315,352,3744
10,86098,6848,30,275
23,1261482,47349,798,3205
28,4484393,98828,11533,20901
26,69148,3526,16,229
22,3122153,218697,1141,17755
24,549702,21980,505,1567
1,1771274,109494,3629,20727
26,56164,8211,55,1421
10,182568,1032,13,119
23,1434594,46448,1080,2004
28,1232902,44449,1357,4118
10,298514,12411,436,1001
1,1644821,37539,1218,4278
10,171358,5130,376,561
10,14598,1432,6,140
10,291410,6117,832,600
2,168645,205,56,3
10,533397,43681,569,3593
10,87279,3197,49,179
28,1521364,6246,1804,2885
24,123053,2293,55,110
22,252615,22516,48,1643
22,25211,22,1,0
10,1726470,60575,875,4609
2,125255,1247,100,68
17,13686054,432783,9367,21853
10,15598,141,0,29
26,711888,30520,903,2137
10,927856,79631,505,3930
24,2141691,74997,1641,5891
28,77053,2007,50,236
1,3447192,12246,535,1743
24,382354,27393,395,1988
22,88447,1774,67,176
1,1640353,38242,1160,6931
1,2227312,85408,2060,4287
24,345495,10170,230,872
27,3411,61,0,11
27,1016805,25299,998,2705
10,428075,28530,189,2291
25,238220,504,807,658
28,217735,13284,218,2483
23,102334,3245,471,407
22,100731,5210,71,302
24,703133,28349,659,3316
24,436907,7696,346,629
24,50478,1149,260,533
24,3316413,179081,3978,30850
22,4443002,151423,9287,31293
25,56551,1073,354,761
17,1304884,7306,1249,5175
28,973059,78245,1831,12621
1,417741,7268,655,940
22,1431367,41867,1817,3875
22,6987691,279751,271351,85949
24,8795,202,60,69
28,786180,19278,1208,3328
26,547337,31942,655,3183
23,1213185,16818,5553,2636
10,15906520,415114,29669,31425
22,2278284,138872,7077,11177
24,1826347,82533,1336,12968
24,396308,15974,594,2890
17,86898,764,74,170
1,16506,448,30,53
24,5551,103,114,53
24,1266616,11561,1233,1073
25,488750,5814,209,1224
1,818526,3466,443,0
24,970111,39892,1088,3914
23,2583811,119607,3847,4893
26,596689,24701,357,4613
24,4008289,68589,7090,18636
1,152090,1429,37,84
10,1131278,51617,847,2744
25,1096173,2829,1124,2891
23,422209,6278,868,1229
23,279650,11294,195,1225
24,88402,616,242,397
28,21973,42,90,65
26,2119463,111703,1617,7842
24,516614,4888,558,428
10,854361,60258,471,6764
22,273138,13902,653,1632
23,890996,7244,2783,1583
26,56967,2541,47,196
28,1805157,28561,4766,4995
1,104488,6778,501,3069
24,408663,12463,388,1423
25,879197,34415,1185,3837
1,1514361,16325,1138,1964
26,178179,10352,184,1331
17,357897,11347,311,3867
28,307285,2597,113,157
24,1455471,5633,252,695
26,104945,4279,212,760
23,4485662,377360,7406,18987
25,189062,723,120,69
24,299462,6992,166,489
24,70889,253,1,15
10,46266,1900,31,133
10,45303,2415,98,530
23,748105,15750,2544,2154
22,312833,13234,214,1643
25,26002,503,72,175
28,782543,14647,1489,0
22,348985,25763,267,2387
23,2109838,89462,972,17024
22,749633,22525,1666,2550
10,161495,18227,73,907
10,3111683,303621,1257,25994
23,2699490,170737,1658,15830
22,157482,14411,138,840
28,251950,5933,131,495
22,3556295,142856,1698,7679
10,243329,4835,216,281
24,417647,1229,674,982
10,516012,23754,610,1191
22,390932,7406,1882,1059
24,3297192,71169,1412,1681
28,2686196,75577,658,4981
10,1848866,83261,2229,3681
1,1867067,54231,389,1996
24,44921,880,72,263
26,753615,24686,454,3424
26,974932,70591,1035,7140
26,740222,27889,603,2140
26,934171,62221,447,3356
28,2307502,23662,4652,7508
10,2082064,117087,2093,11438
28,794778,38086,804,4038
24,6104,74,0,5
26,269710,14871,223,1352
